year,language,artist_name,track_name,track_id,album_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,label
2016,西洋,Robin Schulz,Shed a Light - Blank & Jones Remix,5rYYxJ2krDnKmmjetYoqqd,Shed a Light (The Remixes Part 1),20,0.708,0.609,8.0,-9.758,1.0,0.0374,0.247,0.00182,0.109,0.495,108.002,275.65,4.0,1
2016,西洋,The Weeknd,Party Monster,32VEkyoKjLQcE8GVq8njOy,Graduation 2023,8,0.337,0.627,1.0,-8.389,1.0,0.144,0.197,1.2e-05,0.238,0.199,83.698,249.213,4.0,1
2016,西洋,John Legend,Love Me Now,6nxQdXa1uAL0rY72wPZu89,DARKNESS AND LIGHT,64,0.495,0.762,8.0,-3.842,1.0,0.0862,0.591,0.0,0.0763,0.708,123.893,210.293,4.0,1
2016,西洋,Bruno Mars,24K Magic,32J2o4KUmDvk1GI9qI9KJN,Summer Vibes,2,0.818,0.804,1.0,-4.282,1.0,0.0798,0.034,0.0,0.154,0.634,106.969,225.983,4.0,1
2016,西洋,Rihanna,Work,72TFWvU3wUYdUuxejTTIzt,ANTI (Deluxe),80,0.725,0.534,11.0,-6.238,1.0,0.0946,0.0752,0.0,0.0919,0.558,91.974,219.32,4.0,1
2016,西洋,Stevie Wonder,"Faith - From ""Sing"" Original Motion Picture Soundtrack",3KuZx7FPNcqXG8YFN5Y0OG,"Faith (From ""Sing"" Original Motion Picture Soundtrack)",57,0.732,0.871,1.0,-3.626,1.0,0.172,0.145,0.0,0.0567,0.93,158.052,160.88,4.0,1
2016,西洋,Little Mix,Shout Out to My Ex,0ErK6K0kYr0Ow2RkPMhmMs,Glory Days (Expanded Edition),76,0.773,0.747,5.0,-4.061,1.0,0.0885,0.0242,8.99e-06,0.109,0.801,126.014,246.24,4.0,1
2016,日語,SPYAIR,RAGE OF DUST,3HAVLN7wg1sLZlsFKsA7q0,KINGDOM,55,0.559,0.945,8.0,-3.192,1.0,0.0723,0.000515,9.22e-06,0.0586,0.552,119.99,202.587,4.0,1
2016,日語,May J.,First Love,6tiO6YYCe7WFW8YWCbeGr1,Summer Ballad Covers,26,0.496,0.568,7.0,-4.071,1.0,0.0258,0.413,0.0,0.193,0.251,90.004,262.36,4.0,1
2016,韓語,B1A4,A lie,3eiqzsSMlLkW1powjdorPI,GOOD TIMING,43,0.305,0.875,7.0,-4.583,1.0,0.242,0.0862,0.0,0.0871,0.301,145.973,208.353,4.0,1
2016,韓語,EXO,Lotto,6ukWoX4AHV76JdYVdKRPk8,LOTTO - The 3rd Album Repackage,67,0.798,0.867,11.0,-3.207,0.0,0.0386,0.0618,0.0,0.193,0.702,99.996,189.775,4.0,1
2016,韓語,SEVENTEEN,BOOMBOOM,0pWxUlYb3EM2WkcTJfwBdP,Seventeen 3rd Mini Album ’Going Seventeen’,60,0.853,0.814,8.0,-3.047,1.0,0.0766,0.0347,0.0,0.171,0.686,108.111,206.227,4.0,1
2016,韓語,I.O.I,Very Very Very,0BhMw9r3eOLMLXRFBLCt6O,miss me?,60,0.744,0.963,7.0,-1.525,1.0,0.0616,0.136,1.86e-06,0.0836,0.788,102.985,203.64,4.0,1
2016,韓語,XIA,How Can I Love You,2bgOhdw80vH03155D5Bm3s,Descendants Of The Sun Pt.10 (Original Television Soundtrack),48,0.405,0.407,10.0,-9.458,1.0,0.0313,0.742,2.06e-05,0.2,0.123,71.376,260.295,4.0,1
2016,韓語,BTOB,Pray (I'll be your man),1wpshV27JxfmAApoclaNAh,NEW MEN,59,0.506,0.929,6.0,-2.265,1.0,0.0914,0.198,0.0,0.381,0.516,77.462,219.918,4.0,1
2016,韓語,TWICE,One In A Million,6Nqp4bYrZgdVnAmWc9Ek39,Twicecoaster: Lane 1,54,0.601,0.733,11.0,-2.466,1.0,0.0338,0.158,0.0,0.226,0.421,90.027,175.307,4.0,1
2016,韓語,BTS,21st Century Girl,52d5NT69mkmr6WzvQJ9vHr,Wings,65,0.716,0.906,2.0,-3.539,1.0,0.0719,0.00424,0.0,0.0547,0.763,101.029,192.597,4.0,1
2016,韓語,Lyn,With You,2o2e7bYiUSJgUSFcxywNVV,Descendants Of The Sun Pt.7 (Original Television Soundtrack),51,0.409,0.525,0.0,-5.155,1.0,0.036,0.833,2.69e-05,0.104,0.343,138.036,254.737,4.0,1
2016,韓語,SHINee,Tell Me What To Do,082T4CgUFyV0tjPdzaq6ml,1 and 1 - The 5th Album Repackage,48,0.602,0.926,7.0,-1.78,1.0,0.177,0.102,0.0,0.317,0.288,125.107,246.787,4.0,1
2016,華語,楊洋,微微一笑很傾城,67UmmvDAlOdU36yP3TmSdE,微微一笑很傾城,48,0.638,0.491,0.0,-13.072,1.0,0.0547,0.672,0.0,0.149,0.389,133.967,204.829,4.0,1
2016,華語,頑童Mj116,Just Believe,2vsCC11ZLJsoA7FrTRulHA,Fresh Game,44,0.782,0.717,0.0,-5.116,1.0,0.258,0.187,0.0,0.0871,0.321,91.052,230.36,4.0,1
2016,華語,玖壹壹,我的路,6dyxUD4cyRusKAzBOvBeUV,玖肆伍叁,40,0.763,0.817,11.0,-6.888,1.0,0.0343,0.285,0.0,0.116,0.725,98.995,229.24,4.0,1
2016,華語,FS (Fuying & Sam),可不可以你也剛好喜歡我,2R1pxmp010U1zKjZgtSLjv,溫度 LOVE TEMPERATURE,46,0.564,0.405,11.0,-8.346,1.0,0.027,0.742,0.0,0.129,0.404,119.949,266.411,4.0,1
2016,華語,A-Lin,忘記擁抱 - 電影 「234說愛你」 主題曲,2q7pAqGntzekzrGoprchFM,A-Lin原聲帶,46,0.272,0.34,4.0,-13.271,1.0,0.0641,0.869,0.0,0.076,0.318,177.916,281.935,4.0,1
2016,華語,Eric Chou,想回到那一天 - 電視劇「奇妙的時光之旅」插曲,111hAyqvhmEZALxnxjdlMh,"愛,教會我們的事",48,0.461,0.495,0.0,-5.703,1.0,0.0292,0.551,0.0,0.313,0.315,140.142,262.84,4.0,1
2016,華語,李千娜,說實話,1ojFTmZl4FYSOAINvPSgbu,說實話,38,0.564,0.449,4.0,-8.828,1.0,0.0333,0.535,1.62e-06,0.128,0.203,126.868,229.964,4.0,1
2016,台語,許富凱,等無愛,1rR0y5govteWSDy1SesLDE,等無愛,20,0.521,0.528,1.0,-8.013,0.0,0.0286,0.637,1.36e-05,0.0971,0.254,119.99,288.013,4.0,1
2016,台語,賴慧如,我敢夢 (feat. 張文綺),41Dcw6pkf6LNnlOGxinCmd,切乎離,7,0.664,0.643,10.0,-7.145,1.0,0.0391,0.213,0.0,0.233,0.731,130.078,232.784,4.0,1
2016,西洋,Far East Movement,"Freal Luv (feat. Marshmello, Chanyeol & Tinashe)",7IAXZyP3QSuvd5NQNOOYQB,Identity,52,0.645,0.813,8.0,-5.947,0.0,0.0655,0.139,1.27e-06,0.211,0.476,145.027,190.345,4.0,1
2016,西洋,Tove Lo,Cool Girl,7I5LEvn5kXZlkkYY2aAMyz,Hora de probar cosas nuevas,1,0.66,0.695,9.0,-7.076,0.0,0.113,0.313,7.17e-06,0.0752,0.204,101.997,199.179,4.0,1
2016,西洋,Lady Gaga,You And I,1ADciGUxOaUbBFd0rpYx7d,Born This Way (International Special Edition Version),63,0.521,0.701,2.0,-5.238,1.0,0.0458,0.0892,0.0,0.0876,0.518,127.087,307.36,4.0,1
2016,西洋,Martin Garrix,Together,6nLctpnQJiPTxkaSgbPKiw,Seven,53,0.509,0.729,1.0,-4.773,1.0,0.0343,0.0732,2.73e-05,0.233,0.196,127.871,221.274,4.0,1
2016,西洋,Charli XCX,After the Afterparty (feat. Lil Yachty) - Alan Walker Remix,7DqEhJ7raApUSeSV07FNM4,After the Afterparty (Remixes),52,0.595,0.732,7.0,-4.499,1.0,0.0913,0.0728,1.01e-05,0.244,0.617,93.047,196.935,4.0,1
2016,西洋,DNCE,Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,DNCE,83,0.774,0.753,4.0,-5.446,0.0,0.0517,0.152,0.0,0.0371,0.896,119.002,219.147,4.0,1
2016,西洋,X Ambassadors,Unsteady,7lGKEWMXVWWTt3X71Bv44I,VHS,74,0.389,0.665,0.0,-6.169,1.0,0.0644,0.178,0.000732,0.116,0.199,117.055,193.547,4.0,1
2016,西洋,Lady Gaga,Perfect Illusion,56ZrTFkANjeAMiS14njg4E,Joanne (Deluxe),63,0.613,0.857,1.0,-5.492,0.0,0.0366,0.0012,0.0,0.358,0.664,124.987,182.0,4.0,1
2016,西洋,Katy Perry,Roar,27tNWlhdAryQY04Gb2ZhUI,PRISM,81,0.671,0.771,7.0,-4.821,0.0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,223.546,4.0,1
2016,西洋,Alicia Keys,Blended Family (What You Do For Love) (feat. A$AP Rocky),5FOAptZGxeMAO0BJSQh2fc,HERE,43,0.721,0.518,9.0,-7.619,1.0,0.0719,0.0658,0.000113,0.069,0.231,96.988,211.547,4.0,1
2016,西洋,Galantis,No Money,7lQqg0scZlTYaox1H5Dptk,Scarica di Adrenalina,0,0.674,0.915,6.0,-3.998,0.0,0.0411,0.0282,0.00335,0.273,0.78,126.038,191.293,4.0,1
2016,韓語,EXO-CBX,Hey Mama!,20bWnhRylVPnTpfsuIzorG,Hey Mama!– The 1st Mini Album,52,0.532,0.859,1.0,-4.106,1.0,0.142,0.0662,0.0,0.684,0.934,118.919,199.796,4.0,1
2016,韓語,SURAN,Step Step,2FGzF2PbvvVjMQQWtCuusA,"Step Step (From ""Don't Dare To Dream"" Original Television Soundtrack)",39,0.772,0.434,1.0,-7.511,0.0,0.0366,0.695,4.98e-06,0.348,0.572,101.036,253.867,4.0,1
2016,韓語,Apink,Only one,0rbsizjYM9m0Lak3MfKSx5,Pink Revolution,41,0.688,0.872,1.0,-3.159,1.0,0.0394,0.216,0.0,0.0479,0.571,102.009,192.183,4.0,1
2016,韓語,Ra.D,Lovesome,3wmac4nqmjCxWxHwu8SDHm,"Lovesome (From ""Don't Dare To Dream"" Original Television Soundtrack)",36,0.639,0.514,11.0,-6.734,1.0,0.0414,0.791,0.000845,0.235,0.25,133.892,232.36,4.0,1
2016,韓語,EXID,Hot Pink,3t1HegTbjLFXUaNAElhR7T,Hot Pink,50,0.769,0.962,1.0,-1.812,1.0,0.0691,0.357,2.32e-06,0.375,0.708,107.008,200.729,4.0,1
2016,韓語,INFINITE,The Eye,78f6Qp6XQhSnJksCseLMMb,INFINITE ONLY,47,0.655,0.78,2.0,-3.167,0.0,0.124,0.0291,0.0,0.14,0.344,117.999,240.28,4.0,1
2016,韓語,4Minute,Crazy,5DZdCgnX9xAj59X6X7cQBs,Crazy,63,0.54,0.929,7.0,-2.646,1.0,0.279,0.00584,4.11e-06,0.424,0.621,176.019,192.4,4.0,1
2016,韓語,BTS,Lie,1nWB8isqs2tviWk20G5pow,Wings,70,0.541,0.779,6.0,-5.581,0.0,0.033,0.00338,0.0,0.177,0.501,94.069,215.753,3.0,1
2016,韓語,Apink,NoNoNo,5SusX17QvBBkH7WfMbTU0j,Secret Garden,56,0.74,0.908,4.0,-2.668,0.0,0.0327,0.106,0.0,0.0637,0.745,105.996,220.099,4.0,1
2016,韓語,BTS,Awake,3gxNkvcP8scSzL6mGznTn3,Wings,65,0.35,0.498,3.0,-6.589,1.0,0.0332,0.023,1.99e-06,0.269,0.34,142.803,226.161,4.0,1
2016,韓語,BTS,Lost,2So2zLatKtnIP0cy3a4Fn0,Wings,63,0.547,0.838,9.0,-4.157,0.0,0.0544,0.000374,0.0,0.0562,0.47,85.018,241.787,4.0,1
2016,韓語,TAEYANG,링가링가 (RINGA LINGA),7fLijBP4BGujlmHRP3aX32,RISE,55,0.584,0.845,1.0,-3.029,1.0,0.066,0.0858,0.0,0.124,0.393,141.018,227.021,4.0,1
2016,韓語,TWICE,Jelly Jelly,7a2QLFestFOeQ03xBBX6E0,Twicecoaster: Lane 1,49,0.705,0.889,9.0,-1.258,1.0,0.13,0.115,6.43e-06,0.325,0.884,163.936,210.627,4.0,1
2016,華語,玖壹壹,明天再擱來,7Aa71YCZ3k07OlloOysfLO,玖肆伍叁,44,0.724,0.86,8.0,-6.633,1.0,0.0324,0.228,0.0,0.162,0.798,120.022,239.813,4.0,1
2016,華語,5566,我難過,1CLch4OLZQAG8NkdGNKEXd,5566 1st Album,46,0.552,0.546,7.0,-6.99,1.0,0.0329,0.58,0.0,0.0632,0.412,132.072,284.093,4.0,1
2016,台語,黃文星,你的名,7l27YwiDXQ5sXmKhuPRG87,越走越勇,3,0.389,0.458,1.0,-8.203,1.0,0.0354,0.333,0.0,0.106,0.461,83.056,248.78,4.0,1
2016,台語,黃文星,越走越勇,15VFaDMRcriu1C1RJwbKe8,越走越勇,4,0.505,0.91,0.0,-7.063,0.0,0.0597,0.0462,1.48e-05,0.165,0.381,153.889,222.528,4.0,1
2016,西洋,Ellie Goulding,"Still Falling For You - From ""Bridget Jones's Baby""",3odrUVQ9tvRpkC9II2oWzx,"Still Falling For You (From ""Bridget Jones's Baby"" Original Motion Picture Soundtrack)",73,0.473,0.518,1.0,-8.1,1.0,0.0405,0.553,1.26e-06,0.111,0.18,96.129,240.867,4.0,1
2016,西洋,Lil Wayne,Sucker for Pain,6MONcF4bFQbHCC3VC6ssKq,Top Chart Hits from Yesterday & Today,1,0.502,0.786,9.0,-4.378,0.0,0.317,0.255,0.0,0.65,0.738,169.023,243.491,4.0,1
2016,西洋,Lil Wayne,Sucker for Pain,48hym8IdpmwTRqp6pPqe2L,Summer Chart Hits,3,0.502,0.786,9.0,-4.378,0.0,0.317,0.255,0.0,0.65,0.738,169.023,243.491,4.0,1
2016,西洋,Clean Bandit,Tears (feat. Louisa Johnson),7py16W5fWYLFFS6BElKAjn,Tears (feat. Louisa Johnson),59,0.605,0.77,5.0,-3.645,0.0,0.0446,0.0431,0.0,0.159,0.298,130.037,225.915,4.0,1
2016,西洋,Nelly,Just A Dream,3ZdJffjzJWFimSQyxgGIxN,5.0,77,0.531,0.752,1.0,-6.161,1.0,0.0305,0.0421,0.0,0.12,0.103,89.917,237.8,4.0,1
2016,西洋,Niall Horan,This Town,0qvzXomUDJVaUboy2wMfiS,Flicker (Deluxe),81,0.677,0.401,9.0,-8.467,1.0,0.0308,0.712,0.0,0.116,0.195,111.825,232.852,4.0,1
2016,西洋,Major Lazer,Believer,52pmRkuhGlBGQby8CJVUrN,Believer,49,0.597,0.905,8.0,-3.422,0.0,0.0507,0.0743,0.00168,0.126,0.685,144.979,223.469,4.0,1
2016,西洋,Twenty One Pilots,Heathens,6i0V12jOa3mr6uu4WYhUBr,Heathens,83,0.732,0.396,4.0,-9.348,0.0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195.92,4.0,1
2016,西洋,Money Man,Drums,78MA8xdZCe4KS9SuIxs1Ce,Red Eye,55,0.851,0.65,11.0,-6.3,1.0,0.224,0.165,0.0247,0.133,0.52,145.035,181.91,4.0,1
2016,西洋,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners),1A8j067qyiNwQnZT0bzUpZ,Layers,79,0.792,0.717,0.0,-4.759,0.0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,195.547,4.0,1
2016,西洋,Imagine Dragons,Not Today,4kDTvLhGF29gFsqceuxBSC,Me Before You (Original Motion Picture Soundtrack),67,0.462,0.387,0.0,-7.401,1.0,0.0292,0.567,0.0,0.164,0.0428,122.698,261.08,4.0,1
2016,日語,ONE OK ROCK,Deeper Deeper,3fSdTVHwb8ZyiYAFSE00qd,JINSEI KAKETE BOKU WA,51,0.406,0.966,4.0,-3.743,0.0,0.121,3.09e-05,6.95e-05,0.0586,0.664,158.828,216.453,4.0,1
2016,日語,Aimer,insane dream,5stJAy1hIyMjgFRJeK9gVK,daydream,40,0.414,0.9,3.0,-3.543,0.0,0.0864,0.0014,0.000165,0.24,0.27,120.205,253.12,4.0,1
2016,韓語,Younha,I Believe,0D7boGpBUV7rwChSyiIyCM,"Cinderella & Four Knights, Pt. 5 (Original Soundtrack)",48,0.497,0.749,0.0,-4.929,1.0,0.0301,0.804,0.0,0.0733,0.463,77.984,211.835,4.0,1
2016,韓語,Basick,In The Illusion,0gwkKV1g0lWv6E69bJua67,W OST,36,0.52,0.803,0.0,-5.483,0.0,0.142,0.366,0.0,0.0923,0.362,153.797,249.24,4.0,1
2016,韓語,2PM,Promise (I'll be),3CkAvpdvSbHTX7DrdFhOno,GENTLEMEN'S GAME,37,0.57,0.945,1.0,-1.72,0.0,0.0722,0.108,0.0,0.104,0.51,159.899,208.573,4.0,1
2016,韓語,SHINee,1 of 1,6UmRhJatcth1KF76r5ucvZ,1 of 1 - The 5th Album,48,0.694,0.879,5.0,-3.765,0.0,0.0515,0.0635,0.0,0.0478,0.84,108.045,203.885,4.0,1
2016,韓語,N(VIXX),Without You,2Ysz9dAuKqu1lpsz7VUBJ0,W OST Part.9,36,0.526,0.346,1.0,-7.292,1.0,0.0299,0.749,0.0,0.117,0.165,127.936,273.2,4.0,1
2016,韓語,HyunA,How's this,6Wqmn89a8tItOh3NLEhNTD,A`wesome,49,0.746,0.917,6.0,-2.182,1.0,0.0542,0.0225,0.0,0.0527,0.72,100.01,199.21,4.0,1
2016,韓語,SISTAR,I Like That,4wAjmojVxc6Wbeca9XvnDo,INSANE LOVE,55,0.564,0.867,7.0,-3.137,0.0,0.0881,0.0952,0.0,0.737,0.882,154.882,221.371,4.0,1
2016,韓語,Girls' Generation,Lion Heart,405SQUJdQut02dxtuQ0CZ3,Lion Heart - The 5th Album,62,0.754,0.788,2.0,-3.175,1.0,0.0322,0.129,0.00274,0.0775,0.961,124.992,224.258,4.0,1
2016,韓語,BIGBANG,Love Song,784qSLhmIjbc37plSfaPzF,BIGBANG Special Edition,50,0.554,0.868,2.0,-3.9,1.0,0.0455,0.00273,1.06e-05,0.0725,0.301,123.04,225.813,4.0,1
2016,韓語,Jung Joon Young,Where Are U,0yrOjqiULswrvp6GbVls1g,W OST Part.1,40,0.6,0.503,2.0,-5.208,1.0,0.0251,0.0364,1.1e-06,0.137,0.717,88.018,259.293,4.0,1
2016,韓語,BTS,Begin,0bGJHUPR6ems9tzIljlPFR,Wings,65,0.566,0.842,9.0,-5.222,0.0,0.0442,0.00357,0.000253,0.141,0.308,131.05,229.74,4.0,1
2016,韓語,BTOB,For You,0tejqLrXfsXT5SEDld8fKk,"Cinderella & Four Knights, Pt. 1 (Original Soundtrack)",51,0.634,0.832,2.0,-3.44,1.0,0.0355,0.237,0.0,0.085,0.636,79.996,259.307,4.0,1
2016,韓語,SG Wannabe,By My Side,7jj5H4bCLfA60DRe3oj23M,Descendants Of The Sun Pt.8 (Original Television Soundtrack),47,0.37,0.522,4.0,-4.42,1.0,0.0451,0.662,1.66e-05,0.147,0.105,65.72,226.108,4.0,1
2016,韓語,Apink,Boom Pow Love,6mmCzhEzYLdTKNPxemz8w9,Pink Revolution,27,0.497,0.628,5.0,-3.965,1.0,0.189,0.395,0.0,0.595,0.67,169.504,196.042,4.0,1
2016,韓語,BTS,Am I Wrong,7BFVLQASwcGrxEPsz1teIW,Wings,58,0.76,0.834,6.0,-4.992,1.0,0.0494,0.00125,1.07e-05,0.0868,0.679,107.988,213.082,4.0,1
2016,華語,玖壹壹,再會中港路,4GJuMvOhoZSAD9VSJVROhx,打鐵,42,0.796,0.693,1.0,-8.539,0.0,0.0441,0.173,0.0,0.344,0.409,122.013,210.077,4.0,1
2016,華語,A-Lin,幸福太短 - 電視劇「奇妙的時光之旅」片尾曲,3ZpBvwSY7FMOiUbPHNxrgT,A-Lin原聲帶,43,0.324,0.329,3.0,-10.59,1.0,0.0361,0.88,0.0,0.11,0.229,89.796,254.644,4.0,1
2016,華語,玖壹壹,歪國人,4Lhom6bynS0bq4CAOtD2wp,歪國人,33,0.741,0.927,6.0,-6.655,0.0,0.0586,0.0159,0.00882,0.0589,0.631,130.031,210.577,4.0,1
2016,華語,玖壹壹,嫁給我吧,4GvMpnyqCm2bAhYdV3Egk3,玖肆伍叁,33,0.739,0.904,9.0,-6.936,1.0,0.152,0.327,0.0,0.324,0.697,130.97,203.88,4.0,1
2016,台語,郭婷筠,釋懷,0zUC4q72Cuu5ECc4j1sl2X,不要給我打分數,16,0.61,0.402,2.0,-10.58,1.0,0.0408,0.701,0.0,0.139,0.317,141.926,275.6,4.0,1
2016,西洋,Adele,Send My Love (To Your New Lover),563SfWAHJs4FBZMkRN0IFN,25,75,0.688,0.533,6.0,-8.363,0.0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,223.079,4.0,1
2016,西洋,Birdy,Keeping Your Head Up,5vuwXvQTpavYCgcPFnCMS4,Beautiful Lies (Deluxe),68,0.599,0.78,11.0,-5.033,1.0,0.0527,0.156,0.0,0.189,0.529,122.077,208.395,4.0,1
2016,西洋,Kehlani,Gangsta,1W7zkKgRv9mrLbfdQ8XyH3,Suicide Squad: The Album,74,0.439,0.447,10.0,-8.318,0.0,0.0436,0.111,0.0,0.303,0.11,121.48,177.029,4.0,1
2016,西洋,Pharrell Williams,"Happy - From ""Despicable Me 2""",60nZcImufyMA1MKQY3dcCH,G I R L,82,0.647,0.822,5.0,-4.662,0.0,0.183,0.219,0.0,0.0908,0.962,160.019,232.72,4.0,1
2016,西洋,Flo Rida,My House,4R9ERiSMk98Nu35EgGdrjZ,Spring Cleaning,0,0.688,0.702,7.0,-4.792,0.0,0.0501,0.0219,0.0,0.128,0.74,94.007,192.191,4.0,1
2016,西洋,One Direction,Drag Me Down,2K87XMYnUMqLcX3zvtAF4G,Made In The A.M. (Deluxe Edition),81,0.73,0.703,0.0,-5.672,0.0,0.0369,0.109,0.0,0.0657,0.595,138.113,192.12,4.0,1
2016,西洋,David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),46NBoIAHrmR7qcUGCIFEjR,This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016],70,0.367,0.915,9.0,-3.456,0.0,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169,207.273,4.0,1
2016,西洋,Twenty One Pilots,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,Blurryface,87,0.734,0.637,4.0,-5.677,0.0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202.333,4.0,1
2016,西洋,Kelly Clarkson,Stronger (What Doesn't Kill You),1nInOsHbtotAmEOQhtvnzP,Stronger (Deluxe Version),77,0.562,0.939,0.0,-4.282,1.0,0.0475,0.046,0.0,0.112,0.684,116.044,221.947,4.0,1
2016,西洋,Hailee Steinfeld,Love Myself,36phXHOKx8rO7CMp2vNX4x,HAIZ,72,0.617,0.759,0.0,-6.785,0.0,0.0678,0.0026,0.0,0.419,0.324,122.924,218.773,4.0,1
2016,西洋,Katy Perry,Rise,1CwNogTShsnsn1C8UhRmYX,Rise,64,0.553,0.639,11.0,-6.445,1.0,0.0458,0.0468,0.0,0.107,0.442,101.418,203.475,4.0,1
2016,西洋,Jessie J,Bang Bang,0puf9yIluy9W0vpMEUoAnN,Sweet Talker (Deluxe Version),81,0.706,0.786,0.0,-3.417,0.0,0.091,0.26,0.0,0.38,0.751,150.028,199.387,4.0,1
2016,西洋,DJ Snake,Talk,5Mf84BbHYdrewDABZOH5H6,Encore,51,0.572,0.802,7.0,-4.408,1.0,0.0807,0.0093,0.0,0.124,0.255,118.082,237.96,4.0,1
2016,西洋,Ariana Grande,Love Me Harder,5J4ZkQpzMUFojo1CtAZYpn,My Everything (Deluxe),81,0.472,0.714,1.0,-4.389,0.0,0.0334,0.00937,0.0,0.0764,0.24,98.992,236.133,4.0,1
2016,日語,Kana Nishino,Have a nice day,0QupnB0s2ZFEiPfPtfIwl4,Just LOVE,49,0.589,0.917,9.0,-4.622,1.0,0.0465,0.0644,0.0,0.256,0.529,150.047,267.973,4.0,1
2016,日語,BIGBANG,My Heaven,6M78En84cFYQxdYABC2fZO,Stand Up,46,0.642,0.874,0.0,-4.915,1.0,0.0501,0.0802,0.0,0.343,0.545,128.02,232.933,4.0,1
2016,日語,ONE OK ROCK,Nothing Helps,0TLETthimn8CArZLSVwXo4,JINSEI KAKETE BOKU WA,46,0.489,0.777,3.0,-3.755,0.0,0.0366,2.51e-05,0.0,0.329,0.559,91.006,286.067,4.0,1
2016,韓語,Jeon Woo Sung (NOEL),My Heart,7EFOasitOmfBFOSlp5qF46,W OST Part.6,28,0.504,0.501,2.0,-5.129,1.0,0.0317,0.522,0.0,0.127,0.38,134.023,232.347,4.0,1
2016,韓語,Ahn Hyeon Jeong,You and Me,0Q9p7zjRzgieXXXlA7fuu8,W OST Part.7,28,0.431,0.478,1.0,-4.546,1.0,0.035,0.859,0.0,0.109,0.214,148.542,225.6,4.0,1
2016,韓語,Navi,Draw a love,1a8yF8SAqohDNuNNLjkfRw,W OST Part.8,31,0.457,0.513,11.0,-4.356,1.0,0.0301,0.773,0.0,0.247,0.375,77.02,239.707,4.0,1
2016,韓語,KCM,Remember,4gORW3Yf0MKaYuOJHYqG8Q,W OST Part.4,29,0.51,0.309,10.0,-8.657,1.0,0.0324,0.912,8.44e-06,0.0977,0.226,127.754,246.704,4.0,1
2016,韓語,EXO,Lucky One,6F07dfBaUEcylJdL3gky7y,EX'ACT,55,0.731,0.787,1.0,-3.95,1.0,0.055,0.169,0.0,0.0892,0.799,120.951,227.486,4.0,1
2016,韓語,Junggigo,Only U,3YAVCPrwwFDmgeL2EOsjkR,Uncontrollably Fond OST Part.4,45,0.525,0.686,11.0,-5.481,1.0,0.0378,0.441,0.0,0.0673,0.79,81.998,192.404,4.0,1
2016,韓語,Girls' Generation,Sailing (0805),4uJ3OmCWKLIKkk94iJUjE5,Sailing (0805) - SM STATION,44,0.588,0.586,11.0,-4.857,1.0,0.0272,0.71,0.0,0.102,0.395,141.913,260.835,4.0,1
2016,韓語,BOBBY,HOLUP!,0dkqqQAizwp3MHJKehq5ng,The MOBB,49,0.669,0.953,0.0,-2.43,1.0,0.0634,0.124,0.0,0.302,0.538,100.964,211.875,4.0,1
2016,韓語,f(x),All Mine,7vg6BjvS17IsNmDEs9WhGz,All Mine - SM STATION,46,0.585,0.85,11.0,-3.625,1.0,0.068,0.176,0.0,0.457,0.648,127.974,203.857,4.0,1
2016,韓語,BIGBANG,Tonight,5BGFEihEqSVBPWICqVnPIU,Tonight,52,0.669,0.855,3.0,-4.46,0.0,0.0445,0.00999,0.0,0.506,0.25,129.909,222.413,4.0,1
2016,韓語,Girls' Generation,PARTY,0uak6K95JcYexDgqHmh5cc,Lion Heart - The 5th Album,50,0.753,0.887,10.0,-2.975,0.0,0.0359,0.111,1.43e-05,0.0729,0.946,122.981,193.814,4.0,1
2016,華語,玖壹壹,心內的話,0OD1Y1Ok71DsXHRUh1HaOF,心內的話,33,0.639,0.644,7.0,-7.372,1.0,0.0323,0.137,0.0,0.333,0.237,85.043,221.572,4.0,1
2016,華語,玖壹壹,你不愛我,1D7bBPaGWk0Tb2FW4OpbsA,打鐵,40,0.636,0.591,5.0,-8.359,0.0,0.0236,0.00974,0.0,0.585,0.351,97.006,225.541,4.0,1
2016,華語,ERIKA,當一個天使的憂愁 (feat. 小宇),1EYigUb4WG1UyNiizSwVQp,I Am Erika,25,0.399,0.553,1.0,-7.207,1.0,0.0397,0.307,0.0,0.0952,0.224,133.542,300.896,4.0,1
2016,西洋,Flo Rida,Zillionaire,2BzdkiamnFVJPiR6N5YJ4d,Zillionaire,44,0.805,0.839,1.0,-4.035,0.0,0.0501,0.0164,1.22e-06,0.311,0.923,125.034,232.36,4.0,1
2016,西洋,Demi Lovato,Body Say,7xrA11O07xo57Bbg6p4hck,Body Say,56,0.628,0.74,5.0,-4.836,0.0,0.0358,0.00415,0.0,0.277,0.257,86.983,193.893,4.0,1
